ESTU_TIPODOCUMENTO|ESTU_NACIONALIDAD|ESTU_GENERO|ESTU_FECHANACIMIENTO|PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_PAIS_RESIDE|ESTU_TIENEETNIA|ESTU_ETNIA|ESTU_COD_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|FAMI_ESTRATOVIVIENDA|FAMI_PERSONASHOGAR|FAMI_CUARTOSHOGAR|FAMI_EDUCACIONPADRE|FAMI_EDUCACIONMADRE|FAMI_TRABAJOLABORPADRE|FAMI_TRABAJOLABORMADRE|FAMI_TIENEINTERNET|FAMI_TIENESERVICIOTV|FAMI_TIENECOMPUTADOR|FAMI_TIENELAVADORA|FAMI_TIENEHORNOMICROOGAS|FAMI_TIENEAUTOMOVIL|FAMI_TIENEMOTOCICLETA|FAMI_TIENECONSOLAVIDEOJUEGOS|FAMI_NUMLIBROS|FAMI_COMELECHEDERIVADOS|FAMI_COMECARNEPESCADOHUEVO|FAMI_COMECEREALFRUTOSLEGUMBRE|FAMI_SITUACIONECONOMICA|ESTU_DEDICACIONLECTURADIARIA|ESTU_DEDICACIONINTERNET|ESTU_HORASSEMANATRABAJA|ESTU_TIPOREMUNERACION|COLE_CODIGO_ICFES|COLE_COD_DANE_ESTABLECIMIENTO|COLE_NOMBRE_ESTABLECIMIENTO|COLE_GENERO|COLE_NATURALEZA|COLE_CALENDARIO|COLE_BILINGUE|COLE_CARACTER|COLE_COD_DANE_SEDE|COLE_NOMBRE_SEDE|COLE_SEDE_PRINCIPAL|COLE_AREA_UBICACION|COLE_JORNADA|COLE_COD_MCPIO_UBICACION|COLE_COD_DEPTO_UBICACION|ESTU_PRIVADO_LIBERTAD|ESTU_COD_MCPIO_PRESENTACION|ESTU_COD_DEPTO_PRESENTACION|PUNT_LECTURA_CRITICA|PERCENTIL_LECTURA_CRITICA|DESEMP_LECTURA_CRITICA|PUNT_MATEMATICAS|PERCENTIL_MATEMATICAS|DESEMP_MATEMATICAS|PUNT_C_NATURALES|PERCENTIL_C_NATURALES|DESEMP_C_NATURALES|PUNT_SOCIALES_CIUDADANAS|PERCENTIL_SOCIALES_CIUDADANAS|DESEMP_SOCIALES_CIUDADANAS|PUNT_INGLES|PERCENTIL_INGLES|DESEMP_INGLES|PUNT_GLOBAL|PERCENTIL_GLOBAL|ESTU_INSE_INDIVIDUAL|ESTU_NSE_INDIVIDUAL|ESTU_NSE_ESTABLECIMIENTO|ESTU_ESTADOINVESTIGACION|ESTU_GENERACION-E
TI|COLOMBIA|M|22/10/2002|20191|SB11201910038516|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|3 a 4|Tres|Postgrado|Secundaria (Bachillerato) completa|Pensionado|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Más de 3 horas|0|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|67|73|4|46|26|2|58|55|3|61|63|3|71|64|B1|295|55|66.405204702604|4|3|PUBLICAR|NO
CC|COLOMBIA|F|10/10/2000|20191|SB11201910036930|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|3 a 4|Tres|Primaria incompleta|Primaria incompleta|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|No|Si|Si|Si|Si|Si|No|No|0 A 10 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Nunca o rara vez comemos eso|Igual|30 minutos o menos|Más de 3 horas|Más de 30 horas|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|45|17|2|58|50|3|49|36|2|49|39|2|37|12|A-|246|34|50.1509898906255|2|3|PUBLICAR|NO
TI|COLOMBIA|F|28/03/2001|20191|SB11201910037000|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|5 a 6|Seis o mas|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Es agricultor, pesquero o jornalero|Es agricultor, pesquero o jornalero|Si|Si|Si|Si|Si|Si|Si|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 30 y 60 minutos|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|47|21|2|46|27|2|43|26|2|43|28|2|57|45|A1|228|26|58.4771291871393|3|3|PUBLICAR|NO
TI|COLOMBIA|M|21/05/2001|20191|SB11201910036683|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|3 a 4|Cuatro|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|30 minutos o menos|Entre 1 y 3 horas|0|Si, en efectivo y especie|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|59|51|3|42|19|2|47|33|2|43|27|2|55|42|A1|242|32|76.7698021245501|4|3|PUBLICAR|NO
TI|COLOMBIA|F|03/01/2002|20191|SB11201910037198|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|1 a 2|Dos|Educación profesional completa|Educación profesional incompleta|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|No|Si|No|Si|Si|Si|No|No|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|30 minutos o menos|Más de 3 horas|Entre 11 y 20 horas|Si, en efectivo y especie|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|54|37|3|49|32|2|44|27|2|43|27|2|56|44|A1|241|32|59.5162575832783|3|3|PUBLICAR|NO
CC|COLOMBIA|F|05/08/1998|20191|SB11201910038478|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|1 a 2|Tres|Técnica o tecnológica completa|Técnica o tecnológica incompleta|No sabe|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|No|No|No|Si|Si|No|No|26 A 100 LIBROS|Nunca o rara vez comemos eso|Nunca o rara vez comemos eso|1 o 2 veces por semana|Mejor|30 minutos o menos|30 minutos o menos|Entre 21 y 30 horas|Si, en efectivo|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|39|8|2|34|7|1|32|5|1|21|1|1|30|5|A-|157|2|49.0720262646372|2|3|PUBLICAR|NO
CC|COLOMBIA|F|21/09/1989|20191|SB11201910038551|ESTUDIANTE|COLOMBIA|No|-|25|25430|Estrato 2|5 a 6|Tres|Primaria incompleta|Secundaria (Bachillerato) incompleta|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Es vendedor o trabaja en atención al público|Si|Si|Si|Si|Si|No|Si|No|26 A 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 30 y 60 minutos|30 minutos o menos|Más de 30 horas|Si, en efectivo|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|48|22|2|45|25|2|45|29|2|43|28|2|50|34|A1|228|26|53.9085559935607|3|3|PUBLICAR|NO
CC|COLOMBIA|F|03/11/1986|20191|SB11201910040563|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 2|7 a 8|Cuatro|Ninguno|Ninguno|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Si|Si|Si|Si|No|No|No|No|0 A 10 LIBROS|Nunca o rara vez comemos eso|1 o 2 veces por semana|3 a 5 veces por semana|Igual|No leo por entretenimiento|Entre 1 y 3 horas|Más de 30 horas|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|38|7|2|33|7|1|30|3|1|27|2|1|43|23|A-|164|3|40.0459730228181|1|3|PUBLICAR|NO
CC|COLOMBIA|M|21/11/2000|20191|SB11201910037871|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|9 o más|Dos|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|No sabe|Es vendedor o trabaja en atención al público|Si|Si|No|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Peor|No leo por entretenimiento|Más de 3 horas|Menos de 10 horas|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|40|9|2|49|32|2|47|32|2|41|23|2|48|31|A1|223|24|56.8258065332873|3|3|PUBLICAR|NO
CC|COLOMBIA|M|06/11/2000|20191|SB11201910037263|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 4|3 a 4|Cinco|Educación profesional completa|Educación profesional incompleta|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|-|Entre 30 y 60 minutos|Entre 1 y 3 horas|Entre 11 y 20 horas|Si, en efectivo y especie|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|46|19|2|49|32|2|52|42|2|39|20|1|33|7|A-|227|26|70.1966225586198|4|3|PUBLICAR|NO
TI|COLOMBIA|M|22/05/1996|20191|SB11201910037211|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 2|3 a 4|Tres|Primaria incompleta|Técnica o tecnológica completa|No sabe|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|No|Si|No|Si|Si|0 A 10 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 1 y 2 horas|Entre 1 y 3 horas|0|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|38|7|2|38|13|2|40|19|1|31|5|1|44|23|A-|187|9|56.7756085898077|3|3|PUBLICAR|NO
CC|COLOMBIA|F|24/10/2000|20191|SB11201910036756|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|3 a 4|Dos|Primaria incompleta|Primaria incompleta|Pensionado|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Si|Si|Si|Si|Si|Si|No|No|26 A 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|1 o 2 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|Entre 21 y 30 horas|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|63|64|3|62|59|3|54|47|2|51|43|2|58|47|A2|288|51|52.8065098778226|3|3|PUBLICAR|NO
TI|COLOMBIA|F|15/02/2002|20191|SB11201910037284|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|7 a 8|Cinco|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|No|No|Si|26 A 100 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|1 o 2 veces por semana|Peor|30 minutos o menos|Más de 3 horas|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|63|63|3|46|26|2|44|26|2|57|54|3|61|51|A2|266|42|58.3922440796895|3|3|PUBLICAR|NO
TI|COLOMBIA|F|12/01/2002|20191|SB11201910040552|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 2|3 a 4|Tres|Secundaria (Bachillerato) completa|Primaria completa|Es operario de máquinas o conduce vehículos (taxita, chofer)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|No|11 A 25 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|Todos o casi todos los días|Mejor|No leo por entretenimiento|Entre 1 y 3 horas|0|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|43|14|2|37|12|2|38|14|1|36|13|1|45|26|A-|195|12|55.8538236690545|3|3|PUBLICAR|NO
CC|COLOMBIA|F|10/11/1999|20191|SB11201910040585|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|1 a 2|Tres|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) incompleta|No sabe|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|No|No|No|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 30 y 60 minutos|30 minutos o menos|Más de 30 horas|Si, en efectivo|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|56|44|3|53|41|3|51|40|2|35|11|1|45|26|A-|242|32|57.0820511230053|3|3|PUBLICAR|NO
TI|COLOMBIA|M|12/12/2000|20191|SB11201910042854|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|5 a 6|Dos|Técnica o tecnológica incompleta|Secundaria (Bachillerato) completa|No aplica|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 1 y 2 horas|Entre 1 y 3 horas|Más de 30 horas|Si, en efectivo|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|40|9|2|44|22|2|52|43|2|43|27|2|43|22|A-|223|24|57.9428191512393|3|3|PUBLICAR|NO
TI|COLOMBIA|F|06/06/2001|20191|SB11201910037236|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|5 a 6|Tres|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Es operario de máquinas o conduce vehículos (taxita, chofer)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|No|No|No|No|26 A 100 LIBROS|-|Todos o casi todos los días|3 a 5 veces por semana|-|30 minutos o menos|Más de 3 horas|-|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|64|65|3|60|55|3|58|55|3|58|57|3|59|47|A2|300|57|53.9454260061272|3|3|PUBLICAR|NO
TI|COLOMBIA|M|06/07/2001|20191|SB11201910042910|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 2|3 a 4|Tres|Educación profesional completa|Educación profesional incompleta|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|No|Si|Si|Si|Si|Si|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|1 o 2 veces por semana|Mejor|30 minutos o menos|30 minutos o menos|Menos de 10 horas|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|38|7|2|39|15|2|33|5|1|35|11|1|47|28|A-|185|9|66.6799326089754|4|3|PUBLICAR|NO
CC|COLOMBIA|F|20/09/2000|20191|SB11201910036984|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 1|3 a 4|Dos|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Trabaja en el hogar, no trabaja o estudia|No|Si|No|Si|No|No|No|No|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Mejor|30 minutos o menos|Más de 3 horas|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|62|58|3|51|36|3|56|51|3|56|53|3|51|36|A1|279|48|48.161410827075|2|3|PUBLICAR|NO
CC|COLOMBIA|M|16/08/2000|20191|SB11201910036719|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|7 a 8|Seis o mas|Secundaria (Bachillerato) completa|Educación profesional incompleta|No sabe|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|No|No|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Peor|30 minutos o menos|Más de 3 horas|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|44|17|2|44|22|2|40|19|1|32|7|1|48|31|A1|203|16|62.231185507256|3|3|PUBLICAR|NO
CC|COLOMBIA|M|20/08/2000|20191|SB11201910040613|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|3 a 4|Cuatro|Secundaria (Bachillerato) completa|Técnica o tecnológica completa|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|Si|No|Si|0 A 10 LIBROS|Todos o casi todos los días|1 o 2 veces por semana|Nunca o rara vez comemos eso|Igual|Entre 1 y 2 horas|Entre 30 y 60 minutos|0|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|57|45|3|47|28|2|41|21|2|33|8|1|42|20|A-|222|24|60.0090547046637|3|3|PUBLICAR|NO
CC|COLOMBIA|M|17/10/2000|20191|SB11201910038488|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|1 a 2|Dos|Primaria incompleta|Educación profesional completa|Pensionado|Trabaja en el hogar, no trabaja o estudia|Si|Si|No|Si|Si|No|No|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Más de 3 horas|Menos de 10 horas|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|66|72|4|60|55|3|54|46|2|38|18|1|78|78|B1|282|49|58.432207462247|3|3|PUBLICAR|NO
CC|COLOMBIA|M|22/06/2000|20191|SB11201910036958|ESTUDIANTE|COLOMBIA|No|-|11|11001|-|5 a 6|Cuatro|-|-|-|Trabaja en el hogar, no trabaja o estudia|-|-|Si|Si|Si|-|Si|Si|-|-|-|-|Igual|-|-|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|63|62|3|47|29|2|40|17|1|48|37|2|54|41|A1|249|35|NA|NA|3|PUBLICAR|NO
CC|COLOMBIA|M|04/07/1970|20191|SB11201910042141|ESTUDIANTE|COLOMBIA|No|-|11|11001|-|1 a 2|Tres|-|-|Trabaja en el hogar, no trabaja o estudia|Trabaja en el hogar, no trabaja o estudia|-|-|Si|Si|No|No|No|No|-|-|-|-|Mejor|-|-|Entre 11 y 20 horas|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|37|6|2|41|18|2|39|17|1|32|7|1|28|4|A-|183|8|46.4017379268856|2|3|PUBLICAR|NO
CC|COLOMBIA|M|14/08/2000|20191|SB11201910036739|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 4|3 a 4|Tres|No sabe|Secundaria (Bachillerato) completa|Pensionado|Es vendedor o trabaja en atención al público|Si|Si|Si|Si|No|No|No|Si|MÁS DE 100 LIBROS|1 o 2 veces por semana|Todos o casi todos los días|Nunca o rara vez comemos eso|Peor|30 minutos o menos|Entre 1 y 3 horas|0|No|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|58|48|3|57|48|3|49|36|2|58|57|3|60|50|A2|279|48|57.45418720154|3|3|PUBLICAR|NO
TI|COLOMBIA|M|26/09/2001|20191|SB11201910037250|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 2|5 a 6|Tres|No sabe|Técnica o tecnológica incompleta|No sabe|Es vendedor o trabaja en atención al público|Si|Si|Si|Si|Si|No|No|Si|0 A 10 LIBROS|3 a 5 veces por semana|3 a 5 veces por semana|3 a 5 veces por semana|Igual|No leo por entretenimiento|Entre 1 y 3 horas|Entre 11 y 20 horas|Si, en efectivo|081182|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|MAÑANA|11001|11|N|11001|11|51|31|3|39|15|2|49|37|2|43|28|2|55|43|A1|231|28|56.0721732670344|3|3|PUBLICAR|NO
CC|COLOMBIA|F|27/10/1998|20191|SB11201910038501|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 3|1 a 2|Uno|Técnica o tecnológica completa|Técnica o tecnológica completa|No aplica|Es vendedor o trabaja en atención al público|Si|Si|No|No|No|No|No|No|11 A 25 LIBROS|1 o 2 veces por semana|3 a 5 veces por semana|3 a 5 veces por semana|Mejor|30 minutos o menos|Entre 1 y 3 horas|Más de 30 horas|Si, en efectivo|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|48|24|2|30|4|1|40|19|1|36|13|1|68|61|B1|204|16|48.7692559195961|2|3|PUBLICAR|NO
TI|COLOMBIA|M|20/07/2001|20191|SB11201910040684|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 4|1 a 2|Dos|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|No|No|MÁS DE 100 LIBROS|Nunca o rara vez comemos eso|Todos o casi todos los días|3 a 5 veces por semana|Igual|No leo por entretenimiento|Entre 30 y 60 minutos|0|No|081190|311001106592|COL HEISENBERG SEDE KENNEDY|MIXTO|NO OFICIAL|A|N|ACADÉMICO|311001106592|COL HEISENBERG SEDE KENNEDY|S|URBANO|NOCHE|11001|11|N|11001|11|51|30|3|50|34|2|48|34|2|44|30|2|48|31|A1|241|32|56.2552575589555|3|3|PUBLICAR|NO
TI|COLOMBIA|F|09/08/2001|20191|SB11201910045994|ESTUDIANTE|COLOMBIA|No|-|68|68001|Estrato 2|5 a 6|Dos|Primaria incompleta|Ninguno|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Trabaja en el hogar, no trabaja o estudia|No|No|No|No|Si|No|No|No|MÁS DE 100 LIBROS|3 a 5 veces por semana|1 o 2 veces por semana|3 a 5 veces por semana|Peor|Entre 1 y 2 horas|30 minutos o menos|0|No|136788|368276002951|COLEGIO NUEVO MUNDO|MIXTO|NO OFICIAL|A|-|ACADÉMICO|368276002951|COLEGIO NUEVO MUNDO - SEDE PRINCIPAL|S|URBANO|SABATINA|68276|68|N|68001|68|61|56|3|66|69|3|62|66|3|60|60|3|64|56|A2|312|62|38.9682989695452|1|2|PUBLICAR|NO
CC|COLOMBIA|M|25/03/1996|20191|SB11201910045983|ESTUDIANTE|COLOMBIA|No|-|68|68001|Estrato 2|3 a 4|Dos|Primaria incompleta|Primaria completa|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Trabaja en el hogar, no trabaja o estudia|No|No|No|No|No|No|Si|No|11 A 25 LIBROS|3 a 5 veces por semana|1 o 2 veces por semana|Todos o casi todos los días|Igual|30 minutos o menos|Entre 30 y 60 minutos|Más de 30 horas|Si, en efectivo|136788|368276002951|COLEGIO NUEVO MUNDO|MIXTO|NO OFICIAL|A|-|ACADÉMICO|368276002951|COLEGIO NUEVO MUNDO - SEDE PRINCIPAL|S|URBANO|SABATINA|68276|68|N|68001|68|47|21|2|47|28|2|40|17|1|41|24|2|49|32|A1|221|23|38.4426466835594|1|2|PUBLICAR|NO
